[ 4811.644496] tgid, 2043, delta_vrun, 2134, delta_rrun, 19904, prio, 110
[ 5072.623631] tgid, 2250, delta_vrun, 87628, delta_rrun, 87628, prio, 120
[ 5072.753983] tgid, 2250, delta_vrun, 31185, delta_rrun, 31185, prio, 120
[ 5072.869167] tgid, 10, delta_vrun, 10849, delta_rrun, 10849, prio, 120
[ 5073.012943] tgid, 2582, delta_vrun, 7172, delta_rrun, 7172, prio, 120
[ 5073.051268] tgid, 2043, delta_vrun, 58645, delta_rrun, 58645, prio, 89
[ 5073.254207] tgid, 1693, delta_vrun, 2026, delta_rrun, 2026, prio, 120
[ 5073.316895] tgid, 2250, delta_vrun, 9328, delta_rrun, 9328, prio, 120
[ 5073.689474] tgid, 1693, delta_vrun, 9622, delta_rrun, 9622, prio, 120
[ 5073.883387] tgid, 2250, delta_vrun, 27741, delta_rrun, 27741, prio, 120
[ 5073.918888] tgid, 2250, delta_vrun, 5204, delta_rrun, 5204, prio, 120
[ 5074.054195] tgid, 2043, delta_vrun, 15241, delta_rrun, 142111, prio, 110
[ 5074.564349] tgid, 1693, delta_vrun, 120087, delta_rrun, 120087, prio, 120
[ 5074.764817] tgid, 2250, delta_vrun, 62780, delta_rrun, 62780, prio, 120
[ 5074.914861] tgid, 2582, delta_vrun, 17230, delta_rrun, 17230, prio, 120
[ 5074.950652] tgid, 2250, delta_vrun, 9962, delta_rrun, 9962, prio, 120
[ 5075.155348] tgid, 2043, delta_vrun, 5502, delta_rrun, 51305, prio, 110
[ 5075.384387] tgid, 2250, delta_vrun, 8638, delta_rrun, 8638, prio, 120
[ 5075.487953] tgid, 2043, delta_vrun, 1953, delta_rrun, 18215, prio, 110
[ 5075.554982] tgid, 1498, delta_vrun, 8495, delta_rrun, 8495, prio, 120
[ 5075.885164] tgid, 2250, delta_vrun, 37206, delta_rrun, 37206, prio, 120
[ 5075.958015] tgid, 2250, delta_vrun, 7917, delta_rrun, 7917, prio, 120
[ 5076.388006] tgid, 2582, delta_vrun, 17047, delta_rrun, 17047, prio, 120
[ 5076.649759] tgid, 2250, delta_vrun, 9128, delta_rrun, 9128, prio, 120
[ 5076.672031] tgid, 1693, delta_vrun, 39884, delta_rrun, 39884, prio, 120
[ 5076.735394] tgid, 2043, delta_vrun, 112, delta_rrun, 1047, prio, 110
[ 5076.986547] tgid, 1719, delta_vrun, 2201, delta_rrun, 25620, prio, 109
[ 5077.023200] tgid, 1693, delta_vrun, 27204, delta_rrun, 27204, prio, 120
[ 5077.124991] tgid, 2582, delta_vrun, 418803, delta_rrun, 418803, prio, 120
[ 5077.326294] tgid, 1693, delta_vrun, 8251, delta_rrun, 8251, prio, 120
[ 5077.334999] tgid, 2043, delta_vrun, 74, delta_rrun, 698, prio, 110
[ 5077.749623] tgid, 2043, delta_vrun, 1214, delta_rrun, 11321, prio, 110
[ 5077.753687] tgid, 2250, delta_vrun, 27381, delta_rrun, 27381, prio, 120
[ 5077.852559] tgid, 2043, delta_vrun, 383, delta_rrun, 3580, prio, 110
[ 5077.887996] tgid, 2250, delta_vrun, 23487, delta_rrun, 23487, prio, 120
[ 5078.010824] tgid, 1693, delta_vrun, 9647, delta_rrun, 9647, prio, 120
[ 5078.186919] tgid, 2250, delta_vrun, 7335, delta_rrun, 7335, prio, 120
[ 5078.587484] tgid, 2250, delta_vrun, 11165, delta_rrun, 11165, prio, 120
[ 5078.906195] tgid, 2043, delta_vrun, 393, delta_rrun, 3665, prio, 110
[ 5079.147730] tgid, 1719, delta_vrun, 47193, delta_rrun, 47193, prio, 94
[ 5079.185493] tgid, 2250, delta_vrun, 12657, delta_rrun, 12657, prio, 120
[ 5079.582289] tgid, 2582, delta_vrun, 28068, delta_rrun, 28068, prio, 120
[ 5079.586721] tgid, 832, delta_vrun, 28884, delta_rrun, 28884, prio, 120
[ 5079.589474] tgid, 2582, delta_vrun, 22358, delta_rrun, 22358, prio, 120
[ 5079.772233] tgid, 1693, delta_vrun, 13548, delta_rrun, 13548, prio, 120
[ 5079.855210] tgid, 2250, delta_vrun, 4372, delta_rrun, 4372, prio, 120
[ 5079.948017] tgid, 2250, delta_vrun, 32353, delta_rrun, 32353, prio, 120
[ 5080.088130] tgid, 2043, delta_vrun, 5565, delta_rrun, 51897, prio, 110
[ 5080.283023] tgid, 2043, delta_vrun, 1850, delta_rrun, 17258, prio, 110
[ 5080.306942] tgid, 1693, delta_vrun, 537202, delta_rrun, 537202, prio, 120
[ 5080.404773] tgid, 1498, delta_vrun, 15222, delta_rrun, 15222, prio, 120
[ 5080.423101] tgid, 2250, delta_vrun, 15056, delta_rrun, 15056, prio, 120
[ 5080.583189] tgid, 2250, delta_vrun, 37934, delta_rrun, 37934, prio, 120
[ 5080.814638] tgid, 2043, delta_vrun, 2216, delta_rrun, 20664, prio, 110
[ 5080.865289] tgid, 2250, delta_vrun, 28178, delta_rrun, 28178, prio, 120
[ 5081.305942] tgid, 1693, delta_vrun, 289676, delta_rrun, 289676, prio, 120
[ 5081.431296] tgid, 2250, delta_vrun, 6682, delta_rrun, 6682, prio, 120
[ 5081.680517] tgid, 2250, delta_vrun, 11804, delta_rrun, 11804, prio, 120
[ 5081.725951] tgid, 2250, delta_vrun, 7216, delta_rrun, 7216, prio, 120
[ 5081.743938] tgid, 2250, delta_vrun, 6617, delta_rrun, 6617, prio, 120
[ 5081.779900] tgid, 10, delta_vrun, 44846, delta_rrun, 44846, prio, 120
[ 5081.855835] tgid, 2582, delta_vrun, 734775, delta_rrun, 734775, prio, 120
[ 5081.908212] tgid, 2582, delta_vrun, 6017, delta_rrun, 6017, prio, 120
[ 5081.932099] tgid, 2250, delta_vrun, 7017, delta_rrun, 7017, prio, 120
[ 5082.080847] tgid, 2250, delta_vrun, 33213, delta_rrun, 33213, prio, 120
[ 5082.138573] tgid, 1693, delta_vrun, 2076, delta_rrun, 2076, prio, 120
[ 5082.230356] tgid, 2250, delta_vrun, 56762, delta_rrun, 56762, prio, 120
[ 5082.812584] tgid, 2043, delta_vrun, 865, delta_rrun, 8067, prio, 110
[ 5082.855317] tgid, 2043, delta_vrun, 2611, delta_rrun, 24347, prio, 110
[ 5083.038316] tgid, 1693, delta_vrun, 55495, delta_rrun, 55495, prio, 120
[ 5083.246317] tgid, 2250, delta_vrun, 31156, delta_rrun, 31156, prio, 120
[ 5083.288673] tgid, 2250, delta_vrun, 2698, delta_rrun, 2698, prio, 120
[ 5083.290466] tgid, 2250, delta_vrun, 17718, delta_rrun, 17718, prio, 120
[ 5083.509425] tgid, 1693, delta_vrun, 8934, delta_rrun, 8934, prio, 120
[ 5083.756472] tgid, 2043, delta_vrun, 1688, delta_rrun, 15742, prio, 110
[ 5083.923183] tgid, 1693, delta_vrun, 72035, delta_rrun, 72035, prio, 120
[ 5083.924019] tgid, 2250, delta_vrun, 13074, delta_rrun, 13074, prio, 120
[ 5084.187129] tgid, 2043, delta_vrun, 2252, delta_rrun, 20999, prio, 110
[ 5084.211306] tgid, 2043, delta_vrun, 58645, delta_rrun, 58645, prio, 89
[ 5084.379780] tgid, 2250, delta_vrun, 7390, delta_rrun, 7390, prio, 120
[ 5084.434206] tgid, 2043, delta_vrun, 131, delta_rrun, 1222, prio, 110
[ 5084.492736] tgid, 2043, delta_vrun, 718, delta_rrun, 6697, prio, 110
[ 5084.531282] tgid, 2043, delta_vrun, 7332, delta_rrun, 68370, prio, 110
[ 5084.575100] tgid, 2043, delta_vrun, 928, delta_rrun, 8655, prio, 110
[ 5084.589762] tgid, 2043, delta_vrun, 14752, delta_rrun, 137557, prio, 110
[ 5084.757779] tgid, 2043, delta_vrun, 10198, delta_rrun, 95096, prio, 110
[ 5084.939252] tgid, 1693, delta_vrun, 350239, delta_rrun, 350239, prio, 120
[ 5084.994362] tgid, 2250, delta_vrun, 13368, delta_rrun, 13368, prio, 120
[ 5085.344355] tgid, 2043, delta_vrun, 3232, delta_rrun, 30143, prio, 110
[ 5085.433666] tgid, 2043, delta_vrun, 4803, delta_rrun, 44793, prio, 110
[ 5085.638390] tgid, 1498, delta_vrun, 245063, delta_rrun, 245063, prio, 120
[ 5085.754533] tgid, 2250, delta_vrun, 50688, delta_rrun, 50688, prio, 120
[ 5085.971823] tgid, 1693, delta_vrun, 269067, delta_rrun, 269067, prio, 120
[ 5086.012154] tgid, 2250, delta_vrun, 28209, delta_rrun, 28209, prio, 120
[ 5086.025296] tgid, 2250, delta_vrun, 3345, delta_rrun, 3345, prio, 120
[ 5086.076827] tgid, 2250, delta_vrun, 82627, delta_rrun, 82627, prio, 89
[ 5086.629432] tgid, 2250, delta_vrun, 31937, delta_rrun, 31937, prio, 120
[ 5086.724946] tgid, 2250, delta_vrun, 3178, delta_rrun, 3178, prio, 120
[ 5086.793180] tgid, 2250, delta_vrun, 5728, delta_rrun, 5728, prio, 120
[ 5086.840194] tgid, 2043, delta_vrun, 4642, delta_rrun, 43288, prio, 110
[ 5086.972713] tgid, 1693, delta_vrun, 2656, delta_rrun, 2656, prio, 120
[ 5086.977186] tgid, 1693, delta_vrun, 101787, delta_rrun, 101787, prio, 120
[ 5087.308316] tgid, 2582, delta_vrun, 28629, delta_rrun, 28629, prio, 120
[ 5087.575578] tgid, 1693, delta_vrun, 7726, delta_rrun, 7726, prio, 120
[ 5087.877270] tgid, 2043, delta_vrun, 457, delta_rrun, 4269, prio, 110
[ 5088.097999] tgid, 2250, delta_vrun, 7250, delta_rrun, 7250, prio, 120
[ 5088.261693] tgid, 2250, delta_vrun, 13041, delta_rrun, 13041, prio, 120
[ 5088.264029] tgid, 2250, delta_vrun, 7242, delta_rrun, 7242, prio, 120
[ 5088.696389] tgid, 2250, delta_vrun, 109747, delta_rrun, 109747, prio, 120
[ 5088.831625] tgid, 1693, delta_vrun, 13614, delta_rrun, 13614, prio, 120
[ 5088.876317] tgid, 2250, delta_vrun, 14472, delta_rrun, 14472, prio, 120
[ 5088.908783] tgid, 1719, delta_vrun, 788, delta_rrun, 9177, prio, 109
[ 5089.432884] tgid, 2043, delta_vrun, 1241, delta_rrun, 11575, prio, 110
[ 5089.802976] tgid, 2250, delta_vrun, 27007, delta_rrun, 27007, prio, 120
[ 5089.998071] tgid, 2582, delta_vrun, 18565, delta_rrun, 18565, prio, 120
[ 5090.014764] tgid, 1693, delta_vrun, 13621, delta_rrun, 13621, prio, 120
[ 5090.032150] tgid, 2582, delta_vrun, 8365, delta_rrun, 8365, prio, 120
[ 5090.066785] tgid, 2250, delta_vrun, 2043, delta_rrun, 2043, prio, 120
[ 5090.067640] tgid, 2250, delta_vrun, 14443, delta_rrun, 14443, prio, 120
[ 5090.401685] tgid, 2043, delta_vrun, 3806, delta_rrun, 35490, prio, 110
[ 5090.569304] tgid, 2250, delta_vrun, 6595, delta_rrun, 6595, prio, 120
[ 5090.570909] tgid, 1693, delta_vrun, 5417, delta_rrun, 5417, prio, 120
[ 5090.662519] tgid, 10, delta_vrun, 27246, delta_rrun, 27246, prio, 120
[ 5090.748076] tgid, 1498, delta_vrun, 4088, delta_rrun, 4088, prio, 120
[ 5090.964025] tgid, 2250, delta_vrun, 27689, delta_rrun, 27689, prio, 120
[ 5091.666784] tgid, 2250, delta_vrun, 28248, delta_rrun, 28248, prio, 120
[ 5091.741048] tgid, 2250, delta_vrun, 4710, delta_rrun, 4710, prio, 120
[ 5091.834797] tgid, 2250, delta_vrun, 54480, delta_rrun, 54480, prio, 120
[ 5091.908276] tgid, 1693, delta_vrun, 112807, delta_rrun, 112807, prio, 120
[ 5092.007882] tgid, 2250, delta_vrun, 38994, delta_rrun, 38994, prio, 120
[ 5092.066645] tgid, 2043, delta_vrun, 478, delta_rrun, 4458, prio, 110
[ 5092.213202] tgid, 2250, delta_vrun, 27238, delta_rrun, 27238, prio, 120
[ 5092.272981] tgid, 2043, delta_vrun, 3798, delta_rrun, 35420, prio, 110
[ 5092.278686] tgid, 2043, delta_vrun, 56052, delta_rrun, 522644, prio, 110
[ 5092.485719] tgid, 1693, delta_vrun, 4056, delta_rrun, 4056, prio, 120
[ 5092.499029] tgid, 2582, delta_vrun, 8185, delta_rrun, 8185, prio, 120
[ 5092.665232] tgid, 2250, delta_vrun, 25425, delta_rrun, 25425, prio, 120
[ 5092.669510] tgid, 2582, delta_vrun, 22439, delta_rrun, 22439, prio, 120
[ 5092.870123] tgid, 2582, delta_vrun, 127858, delta_rrun, 127858, prio, 120
[ 5092.932741] tgid, 2250, delta_vrun, 41985, delta_rrun, 41985, prio, 120
[ 5092.939553] tgid, 2043, delta_vrun, 2577, delta_rrun, 24034, prio, 110
[ 5092.999089] tgid, 2250, delta_vrun, 4068, delta_rrun, 4068, prio, 120
[ 5093.101420] tgid, 2582, delta_vrun, 353056, delta_rrun, 353056, prio, 120
[ 5093.293161] tgid, 2043, delta_vrun, 234, delta_rrun, 2183, prio, 110
[ 5093.320300] tgid, 1693, delta_vrun, 1652, delta_rrun, 1652, prio, 120
[ 5093.341031] tgid, 2043, delta_vrun, 12487, delta_rrun, 116432, prio, 110
[ 5093.350790] tgid, 2250, delta_vrun, 4641, delta_rrun, 4641, prio, 120
[ 5093.358352] tgid, 2250, delta_vrun, 7705, delta_rrun, 7705, prio, 120
[ 5093.510518] tgid, 2043, delta_vrun, 882, delta_rrun, 8229, prio, 110
[ 5093.548218] tgid, 1693, delta_vrun, 28686, delta_rrun, 28686, prio, 120
[ 5093.799824] tgid, 2043, delta_vrun, 2418, delta_rrun, 22555, prio, 110
[ 5094.242375] tgid, 2043, delta_vrun, 2089, delta_rrun, 19481, prio, 110
[ 5094.369402] tgid, 2250, delta_vrun, 31973, delta_rrun, 31973, prio, 120
[ 5094.533948] tgid, 2250, delta_vrun, 125733, delta_rrun, 125733, prio, 120
[ 5095.140480] tgid, 2250, delta_vrun, 12859, delta_rrun, 12859, prio, 120
[ 5095.338879] tgid, 2043, delta_vrun, 58645, delta_rrun, 58645, prio, 89
[ 5095.416035] tgid, 1693, delta_vrun, 3533, delta_rrun, 3533, prio, 120
[ 5095.602679] tgid, 2043, delta_vrun, 1470, delta_rrun, 13713, prio, 110
[ 5095.634610] tgid, 1719, delta_vrun, 47193, delta_rrun, 47193, prio, 94
[ 5095.770073] tgid, 2250, delta_vrun, 33008, delta_rrun, 33008, prio, 120
[ 5095.838342] tgid, 1498, delta_vrun, 54292, delta_rrun, 54292, prio, 120
[ 5096.071993] tgid, 2582, delta_vrun, 2987, delta_rrun, 2987, prio, 120
[ 5096.304143] tgid, 2250, delta_vrun, 19766, delta_rrun, 19766, prio, 120
[ 5096.440229] tgid, 2250, delta_vrun, 17473, delta_rrun, 17473, prio, 120
[ 5096.845649] tgid, 2043, delta_vrun, 12986, delta_rrun, 121091, prio, 110
[ 5096.875135] tgid, 2250, delta_vrun, 7746, delta_rrun, 7746, prio, 120
[ 5097.047386] tgid, 1693, delta_vrun, 34319, delta_rrun, 34319, prio, 120
[ 5097.339277] tgid, 2250, delta_vrun, 34513, delta_rrun, 34513, prio, 120
[ 5097.474722] tgid, 2250, delta_vrun, 10462, delta_rrun, 10462, prio, 120
[ 5097.515564] tgid, 1637, delta_vrun, 23135, delta_rrun, 23135, prio, 120
[ 5097.619357] tgid, 1693, delta_vrun, 8219, delta_rrun, 8219, prio, 120
[ 5097.651688] tgid, 1693, delta_vrun, 3166, delta_rrun, 3166, prio, 120
[ 5098.137110] tgid, 2043, delta_vrun, 3016, delta_rrun, 28131, prio, 110
[ 5098.214904] tgid, 1693, delta_vrun, 582678, delta_rrun, 582678, prio, 120
[ 5098.254283] tgid, 2250, delta_vrun, 7970, delta_rrun, 7970, prio, 120
[ 5098.308037] tgid, 2582, delta_vrun, 20843, delta_rrun, 20843, prio, 120
[ 5098.438327] tgid, 2250, delta_vrun, 4848, delta_rrun, 4848, prio, 120
[ 5098.847128] tgid, 2250, delta_vrun, 750295, delta_rrun, 750295, prio, 120
[ 5098.892898] tgid, 2043, delta_vrun, 967, delta_rrun, 9017, prio, 110
[ 5098.904756] tgid, 2250, delta_vrun, 24717, delta_rrun, 24717, prio, 120
[ 5098.930902] tgid, 2043, delta_vrun, 31778, delta_rrun, 296312, prio, 110
[ 5099.346357] tgid, 10, delta_vrun, 69054, delta_rrun, 69054, prio, 120
[ 5099.372708] tgid, 2250, delta_vrun, 3115, delta_rrun, 3115, prio, 120
[ 5100.140202] tgid, 2250, delta_vrun, 23955, delta_rrun, 23955, prio, 120
[ 5100.140253] tgid, 2250, delta_vrun, 10990, delta_rrun, 10990, prio, 120
[ 5100.141474] tgid, 2250, delta_vrun, 30488, delta_rrun, 30488, prio, 120
[ 5100.212330] tgid, 2250, delta_vrun, 17454, delta_rrun, 17454, prio, 120
[ 5100.405721] tgid, 2250, delta_vrun, 4103, delta_rrun, 4103, prio, 120
[ 5100.441561] tgid, 2582, delta_vrun, 37693, delta_rrun, 37693, prio, 120
[ 5100.441603] tgid, 2582, delta_vrun, 14235, delta_rrun, 14235, prio, 120
[ 5100.579330] tgid, 1693, delta_vrun, 8324, delta_rrun, 8324, prio, 120
[ 5100.669613] tgid, 2043, delta_vrun, 673, delta_rrun, 6279, prio, 110
[ 5100.902888] tgid, 1719, delta_vrun, 6179, delta_rrun, 71910, prio, 109
[ 5101.014792] tgid, 1498, delta_vrun, 38398, delta_rrun, 38398, prio, 120
[ 5101.075381] tgid, 2250, delta_vrun, 4834, delta_rrun, 4834, prio, 120
[ 5101.314088] tgid, 1693, delta_vrun, 10363, delta_rrun, 10363, prio, 120
[ 5101.842777] tgid, 2043, delta_vrun, 3269, delta_rrun, 30481, prio, 110
[ 5101.843007] tgid, 2250, delta_vrun, 20651, delta_rrun, 20651, prio, 120
[ 5102.013494] tgid, 2250, delta_vrun, 3038, delta_rrun, 3038, prio, 120
[ 5102.109144] tgid, 2043, delta_vrun, 4116, delta_rrun, 38383, prio, 110
[ 5102.313707] tgid, 2250, delta_vrun, 6870, delta_rrun, 6870, prio, 120
[ 5102.468891] tgid, 2250, delta_vrun, 20765, delta_rrun, 20765, prio, 120
[ 5102.664593] tgid, 1693, delta_vrun, 12542, delta_rrun, 12542, prio, 120
[ 5102.790460] tgid, 1693, delta_vrun, 6216, delta_rrun, 6216, prio, 120
[ 5102.802244] tgid, 2250, delta_vrun, 7640, delta_rrun, 7640, prio, 120
[ 5102.848863] tgid, 1693, delta_vrun, 309360, delta_rrun, 309360, prio, 120
[ 5103.201343] tgid, 2250, delta_vrun, 98109, delta_rrun, 98109, prio, 120
[ 5103.202085] tgid, 2043, delta_vrun, 985, delta_rrun, 9192, prio, 110
[ 5103.387963] tgid, 1693, delta_vrun, 3703, delta_rrun, 3703, prio, 120
[ 5103.519375] tgid, 2250, delta_vrun, 5714, delta_rrun, 5714, prio, 120
[ 5103.560692] tgid, 2043, delta_vrun, 184, delta_rrun, 1716, prio, 110
[ 5103.677223] tgid, 2043, delta_vrun, 2134, delta_rrun, 19899, prio, 110
[ 5103.745317] tgid, 2043, delta_vrun, 174894, delta_rrun, 1630753, prio, 110
[ 5103.768049] tgid, 2582, delta_vrun, 42734, delta_rrun, 42734, prio, 120
[ 5104.099146] tgid, 2043, delta_vrun, 4804, delta_rrun, 44799, prio, 110
[ 5104.102227] tgid, 933, delta_vrun, 4719, delta_rrun, 4719, prio, 120
[ 5104.414994] tgid, 2250, delta_vrun, 7008, delta_rrun, 7008, prio, 120
[ 5104.613432] tgid, 2250, delta_vrun, 8644, delta_rrun, 8644, prio, 120
[ 5105.002207] tgid, 2250, delta_vrun, 4745, delta_rrun, 4745, prio, 120
[ 5105.180386] tgid, 2250, delta_vrun, 23947, delta_rrun, 23947, prio, 120
[ 5105.499578] tgid, 2250, delta_vrun, 48349, delta_rrun, 48349, prio, 120
[ 5105.647282] tgid, 2043, delta_vrun, 27195, delta_rrun, 253575, prio, 110
[ 5105.750864] tgid, 2043, delta_vrun, 516, delta_rrun, 4815, prio, 110
[ 5105.894322] tgid, 2043, delta_vrun, 614, delta_rrun, 5731, prio, 110
[ 5105.981880] tgid, 2250, delta_vrun, 20404, delta_rrun, 20404, prio, 120
[ 5106.063433] tgid, 1498, delta_vrun, 32240, delta_rrun, 32240, prio, 120
[ 5106.288403] tgid, 1693, delta_vrun, 33502, delta_rrun, 33502, prio, 120
[ 5106.464850] tgid, 2250, delta_vrun, 4345, delta_rrun, 4345, prio, 120
[ 5106.498442] tgid, 2043, delta_vrun, 58645, delta_rrun, 58645, prio, 89
[ 5106.531238] tgid, 2250, delta_vrun, 165060, delta_rrun, 165060, prio, 120
[ 5106.799880] tgid, 2250, delta_vrun, 6484, delta_rrun, 6484, prio, 120
[ 5106.880605] tgid, 2043, delta_vrun, 335, delta_rrun, 3128, prio, 110
[ 5106.920989] tgid, 1693, delta_vrun, 2078677, delta_rrun, 2078677, prio, 120
[ 5107.639229] tgid, 1693, delta_vrun, 4100, delta_rrun, 4100, prio, 120
[ 5107.870306] tgid, 1693, delta_vrun, 3527167, delta_rrun, 3527167, prio, 120
[ 5107.980783] tgid, 2250, delta_vrun, 9228, delta_rrun, 9228, prio, 120
[ 5107.999759] tgid, 1693, delta_vrun, 3243, delta_rrun, 3243, prio, 120
[ 5108.154605] tgid, 2250, delta_vrun, 33443, delta_rrun, 33443, prio, 120
[ 5108.186924] tgid, 2043, delta_vrun, 815, delta_rrun, 7603, prio, 110
[ 5108.190496] tgid, 10, delta_vrun, 4772, delta_rrun, 4772, prio, 120
[ 5108.330069] tgid, 2043, delta_vrun, 323, delta_rrun, 3017, prio, 110
[ 5108.448388] tgid, 2250, delta_vrun, 15573, delta_rrun, 15573, prio, 120
[ 5108.547179] tgid, 2250, delta_vrun, 16200, delta_rrun, 16200, prio, 120
[ 5108.817013] tgid, 2250, delta_vrun, 27656, delta_rrun, 27656, prio, 120
[ 5109.082590] tgid, 2582, delta_vrun, 50706, delta_rrun, 50706, prio, 120
[ 5109.284733] tgid, 2250, delta_vrun, 27624, delta_rrun, 27624, prio, 120
[ 5109.430762] tgid, 1693, delta_vrun, 354597, delta_rrun, 354597, prio, 120
[ 5109.529315] tgid, 2250, delta_vrun, 10276, delta_rrun, 10276, prio, 120
[ 5110.183318] tgid, 2250, delta_vrun, 32260, delta_rrun, 32260, prio, 120
[ 5110.230232] tgid, 2250, delta_vrun, 16517, delta_rrun, 16517, prio, 120
[ 5110.462968] tgid, 2250, delta_vrun, 25515, delta_rrun, 25515, prio, 120
[ 5110.618679] tgid, 2250, delta_vrun, 23696, delta_rrun, 23696, prio, 120
[ 5110.786613] tgid, 2582, delta_vrun, 30722, delta_rrun, 30722, prio, 120
[ 5110.886682] tgid, 2582, delta_vrun, 45187, delta_rrun, 45187, prio, 120
[ 5110.962428] tgid, 1498, delta_vrun, 54701, delta_rrun, 54701, prio, 120
[ 5110.987707] tgid, 2043, delta_vrun, 2028, delta_rrun, 18918, prio, 110
[ 5111.023366] tgid, 2250, delta_vrun, 3428, delta_rrun, 3428, prio, 120
[ 5111.156502] tgid, 2043, delta_vrun, 2769, delta_rrun, 25825, prio, 110
[ 5111.632034] tgid, 2250, delta_vrun, 5220, delta_rrun, 5220, prio, 120
[ 5111.818776] tgid, 2250, delta_vrun, 5871, delta_rrun, 5871, prio, 120
[ 5111.864044] tgid, 2043, delta_vrun, 830, delta_rrun, 7742, prio, 110
[ 5112.053804] tgid, 2250, delta_vrun, 4358, delta_rrun, 4358, prio, 120
[ 5112.127743] tgid, 1719, delta_vrun, 47193, delta_rrun, 47193, prio, 94
[ 5112.176471] tgid, 2250, delta_vrun, 58894, delta_rrun, 58894, prio, 120
[ 5112.197434] tgid, 1693, delta_vrun, 224453, delta_rrun, 224453, prio, 120
[ 5112.433484] tgid, 2250, delta_vrun, 6246, delta_rrun, 6246, prio, 120
[ 5112.754646] tgid, 2043, delta_vrun, 1178, delta_rrun, 10988, prio, 110
[ 5112.754843] tgid, 2582, delta_vrun, 10574, delta_rrun, 10574, prio, 120
[ 5112.864415] tgid, 1693, delta_vrun, 184078, delta_rrun, 184078, prio, 120
[ 5112.962638] tgid, 2250, delta_vrun, 28219, delta_rrun, 28219, prio, 120
[ 5113.066018] tgid, 1693, delta_vrun, 16511, delta_rrun, 16511, prio, 120
[ 5113.264880] tgid, 1693, delta_vrun, 2809, delta_rrun, 2809, prio, 120
[ 5113.319898] tgid, 2582, delta_vrun, 48955, delta_rrun, 48955, prio, 120
[ 5113.522261] tgid, 2250, delta_vrun, 31835, delta_rrun, 31835, prio, 120
[ 5113.527803] tgid, 2250, delta_vrun, 29210, delta_rrun, 29210, prio, 120
[ 5113.553671] tgid, 2043, delta_vrun, 706, delta_rrun, 6583, prio, 110
[ 5113.632129] tgid, 1693, delta_vrun, 83700, delta_rrun, 83700, prio, 120
[ 5113.893470] tgid, 1719, delta_vrun, 3992, delta_rrun, 46455, prio, 109
[ 5114.062305] tgid, 2043, delta_vrun, 240, delta_rrun, 2245, prio, 110
[ 5114.119487] tgid, 2250, delta_vrun, 26677, delta_rrun, 26677, prio, 120
[ 5114.156003] tgid, 2250, delta_vrun, 3825, delta_rrun, 3825, prio, 120
[ 5114.432532] tgid, 2250, delta_vrun, 4663, delta_rrun, 4663, prio, 120
[ 5114.465025] tgid, 2582, delta_vrun, 26709, delta_rrun, 26709, prio, 120
[ 5114.880859] tgid, 4099, delta_vrun, 5937, delta_rrun, 55367, prio, 110
[ 5114.903600] tgid, 2250, delta_vrun, 366473, delta_rrun, 366473, prio, 120
[ 5115.295882] tgid, 2250, delta_vrun, 24650, delta_rrun, 24650, prio, 120
[ 5115.459364] tgid, 2043, delta_vrun, 458, delta_rrun, 4279, prio, 110
[ 5115.819319] tgid, 2250, delta_vrun, 10484, delta_rrun, 10484, prio, 120
[ 5116.092623] tgid, 2043, delta_vrun, 3909, delta_rrun, 36454, prio, 110
[ 5116.325896] tgid, 2043, delta_vrun, 123, delta_rrun, 1154, prio, 110
[ 5116.398948] tgid, 1498, delta_vrun, 36484, delta_rrun, 36484, prio, 120
[ 5116.431645] tgid, 2582, delta_vrun, 200055, delta_rrun, 200055, prio, 120
[ 5116.465094] tgid, 2043, delta_vrun, 5075, delta_rrun, 47322, prio, 110
[ 5116.542153] tgid, 1693, delta_vrun, 299587, delta_rrun, 299587, prio, 120
[ 5116.796925] tgid, 2250, delta_vrun, 11948, delta_rrun, 11948, prio, 120
[ 5116.924664] tgid, 2043, delta_vrun, 1425, delta_rrun, 13294, prio, 110
[ 5116.979675] tgid, 10, delta_vrun, 25559, delta_rrun, 25559, prio, 120
[ 5117.157734] tgid, 2250, delta_vrun, 14597, delta_rrun, 14597, prio, 120
[ 5117.329596] tgid, 2043, delta_vrun, 830, delta_rrun, 7740, prio, 110
[ 5117.360693] tgid, 2250, delta_vrun, 27599, delta_rrun, 27599, prio, 120
[ 5117.657831] tgid, 2043, delta_vrun, 58645, delta_rrun, 58645, prio, 89
[ 5117.660002] tgid, 2250, delta_vrun, 20979, delta_rrun, 20979, prio, 120
[ 5117.737229] tgid, 1693, delta_vrun, 4900, delta_rrun, 4900, prio, 120
[ 5117.830383] tgid, 2043, delta_vrun, 4358, delta_rrun, 40639, prio, 110
[ 5117.935417] tgid, 1693, delta_vrun, 1174555, delta_rrun, 1174555, prio, 120
[ 5118.224295] tgid, 2250, delta_vrun, 82627, delta_rrun, 82627, prio, 89
[ 5118.559053] tgid, 2250, delta_vrun, 3295, delta_rrun, 3295, prio, 120
[ 5118.658034] tgid, 2250, delta_vrun, 20922, delta_rrun, 20922, prio, 120
[ 5118.659004] tgid, 2043, delta_vrun, 418, delta_rrun, 3905, prio, 110
[ 5118.733851] tgid, 1693, delta_vrun, 49499, delta_rrun, 49499, prio, 120
[ 5118.827225] tgid, 2043, delta_vrun, 2078, delta_rrun, 19384, prio, 110
